ID;Tweet;Dimension;Intensity;Description
2018-Es-06141;@Jseute Las mejores personas llegan sin buscarlas.  😄;valence;3;se infiere un estado emocional muy positivo
2018-Es-01182;@JonaaJuarez Ya veo que estás re cagado de hambre porque te comiste la h jajajajajaja  ;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-00427;Mi amiga habla sola dormida, es más estamos teniendo una conversación...... ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-01021;@0scarChavez @Reforma Que horror!!, las redes son chismógrafos #sarcasmo , así se han construído es su eje;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-05992;@omar_ADG Lo sé, soy brillante.;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-05998;@fiooresilva Fuera de joda si vi a tu hermana, vos sos la unica amargada que no sale nunca!!;valence;-3;se infiere un estado emocional muy negativo
2018-Es-03871;@MARTUVERA2 Jajajajajaja desde ese lunes 😅;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-05214;@loveslywatson omg me paso lo mismo la otra vez, tremendo moretón en él culo me hice;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-00225;Siempre que veo películas en netflix con alguien elijo una que ya vi o que parezca aburrida porque sé que no la voy a ver 🔥👀;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-06758;Sé que soy capaz de mucho, pero la poca confianza en mí me juega una mala pasada y me hace volar bajo...;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-04962;Trepate encima de este bicho y yo te lo meto hasta enloquecer;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-06116;Me siento muy orgullosa de lo que he logrado;valence;3;se infiere un estado emocional muy positivo
2018-Es-03703;Hablamos, sos copadisimo jajajajaja igual sos re estupido bue, mentira feo ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-02806;@PonePrimera870 @RominaDelPla @romanlejtman16 Resentida. Hacerte tratar. Pobres alumnos. Los gestos educan y el tuyo es violento;valence;-3;se infiere un estado emocional muy negativo
2018-Es-02178;Esta vuelta a Capital tiene gustito a que el 5 vuelvo 😊;valence;3;se infiere un estado emocional muy positivo
2018-Es-01338;Check list: Boleta de @BrunoMars: ✅😍 Viaje de playa: ✅😍💜 #Felicidad;valence;3;se infiere un estado emocional muy positivo
2018-Es-02386;@sanitas_atiende estoy muy disgustada por la gestión en mi póliza y me van pasando de un lado a otro. Decepcion Es la palabra;valence;-3;se infiere un estado emocional muy negativo
2018-Es-02236;Segunda vez que sueño con la misma persona, esto se está complicando ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04546;Una clienta se estaba quejando del clima que sigue haciendo frio en primavera, pero ojo se enojo xq no le daba una bolsa con manija #Irónico;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-00682;@BenjaVerdessi Es mi primera vez, me siento orgullosa :);valence;3;se infiere un estado emocional muy positivo
2018-Es-02830;@armandozhoil Cierto... ¡Disfrútalo! ;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-01085;#Felíz #Aniversario de #Amistad en #Facebook y que sean muchos más 📷🍸🍰💖💋💋💋;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-00327;hoy después de 39 semanas haré vida social estoy emocionado;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-06782;Juega conmigo lorena ah;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-02200;「@Rodolphustty」 «momento entendió que quería batirse en duelo con ella. Frunció el ceño al ver sus gestos mirando al cielo apuntando con la»;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01878;Compartimos el gusto por los gatos y el odio por el llanto de los niños.;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-02548;@RACCAR Claro, por eso Guilty Gear Xrd o Dragon Ball FighterZ son una caca... #Ironía;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-00179;@Anndy5000 Esta Andy XD ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04652;Siento que pasaron mi snap a algun grupo o algo pq me añadieron como 9 personas ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-02524;@Juliococo que crees que pase en los días venideros con todo esto del dichoso acuerdo? La desesperanza es agobiante;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-03387;Tengo tremendo sueño;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-00439;El mayor criminal del país diciéndole “delincuente” a nuestro vicepresidente constitucional!!!! #irónico #quemássepuedeesperardeesasbasura;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-05315;@edusadeci es correcto, pero es ilegal… en cualquier país ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04047;JAJAJAJAJAJAJAJA, admito que eso me dio risa, me lo imagine;valence;3;se infiere un estado emocional muy positivo
2018-Es-02464;Estoy llorando culpa de la alergia, quiero y a la vez no ir al médico;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-03383;Tomando birras porque por un tiempo muy largo no voy a poder #Tristeza 😖🍺;valence;-3;se infiere un estado emocional muy negativo
2018-Es-03789;@AlfredoRamosM @CancilleriaCol Pobre víctima!!  No puede ser que injusticia tan atroz!! #sarcasmo;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-02158;Acabo de ir rápido al súper y sorpresa me llevé al encontrarme con una sabrosa salsa macha de mi bello Veracruz ♥️☝🏾;valence;3;se infiere un estado emocional muy positivo
2018-Es-05117;Valentinaa mañana vamos al mc ? Yo pago 😟;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-06487;Lo bacán de ser más patito feo que divina es que jamás vas a encontrar a alguien haciéndote pasar por ti. PUNTO A MI FAVOR ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-06873;Le daria un like al que dibujara a mi oc con vestido (esto no lo vera nadie mas que nicole, aunque me debería asustar un poco...);valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-04080;Me levanté c la idea de que habían quedado milanesas hechas y SE LAS COMIERON, indignada;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-05977;La noche está bien, ahora, elevate hasta el cielo, hazme sonreír así para siempre.;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-04236;Se ve que es hiper difícil preguntar en lugar de que te llueva el cabreo de la otra persona y encima llamarle amargado. xD;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-04803;@Danan_Zen Me lo dejaron de tarea en el catecismo... 😃;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-02894;Me acabo de comer mi último pedazo de pastel Red Velvet con una copa de vino #AdiosSemanaCumpleañera #HolaDetox ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-06902;#2MillonesDeMorrillos @heyitspriscila El sabado te vere hermosa,aqui en tijuana,estoy mega emocionada!!😍♥️;valence;3;se infiere un estado emocional muy positivo
2018-Es-02975;Cercano por así decirlo. Y debo decir que no esperaba que fuese así de terrible el padecer de anorexia. En verdad, me.alegro muchisimo+;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-05333;Neta ya cállense a la verga todos ;valence;-3;se infiere un estado emocional muy negativo
2018-Es-06627;Lo peor es que como solo te atienden por mail, no se hacen cargo!, la atención al cliente post venta es de #terror @DespegarAr;valence;-3;se infiere un estado emocional muy negativo
2018-Es-04876;"Feliz dia del amig... Ah no no tengo en la comunidad :""u";valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-06529;Necesito salir en la oscuridad veo más claro que con dos soles, y es una porquería todo lo que se me atraviesa 😂;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-06839;@AllDiscourages_ Por tu culpa me he acordado del crush y #tristeza;valence;-3;se infiere un estado emocional muy negativo
2018-Es-00366;Estoy segura de que en mi examen de hoy saqué 10 y estoy muy contenta, ya quiero hacer otro examen.🙈;valence;3;se infiere un estado emocional muy positivo
2018-Es-05059;Y si ya no me quiere? ;valence;-3;se infiere un estado emocional muy negativo
2018-Es-03650;@FireofRam @KekoMDZ JUSTO TE HE VISTO POR LA TL Y TE IBA A INSULTAR;valence;-3;se infiere un estado emocional muy negativo
2018-Es-01068;Ahora si a dormir.. Mañana temprano viene mi amiga! 😀;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-03132;@ahorapodemos @Irene_Montero_ Está rabioso porque va medio bien la cosa;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-01887;@maryel_rc Como yo ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-00778;Policia abajo de mi casa con un tío #miedo;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-05493;Pues si sos puta ya pue pero no te enojes por que te digan lo que sos ;valence;-3;se infiere un estado emocional muy negativo
2018-Es-04660;@FernandoAgustin Lesionado el Tucu?...adiós mundial 👋#ironía;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01649;Estuve todo el día dibujando y me duele mucho todo. Vale.  Estoy ansiosa y tenía que hacer algo.;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-04720;Que nervioso me hizo poner hoy la vieja esa en la escuela jajajajaja;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-06671;@BBarbip Jajajajajajaja no puedo, es de confidencialidad eso ;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-02653;Ella dijo que me enviaría a un colegio por meses y por un lado me alegre;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-03647;@CKalher_ - Le espera en la puerta, frunciendo el ceño porque no tiene muy buen aspecto.-;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01964;@Sinner_Silas —La joven bruja le dedicó una mirada de soslayo por encima de su hombro y arrugó la nariz con disgusto.—  Te recuerdo que,»;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04915;En España, se vive bien..!!. No nos podemos quejar. #leyMordaza #ironía;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04309;@Aransafelix Jajajaj ya deja de citar nuestros tweets ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04193;Horas antes de un final mi cerebro no tiene mejor idea que tener un colapso nervioso por cosas que nada que ver 😩😩😩;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-06552;Un beso es un agradable recordatorio de que dos cabezas son mejores que una.;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-04762;@MeliAyelen_ Ma te vale igual estoy #enojada chau;valence;-3;se infiere un estado emocional muy negativo
2018-Es-06857;@crlsmrt Es Nicaragua pero también pasa por Cartago ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-03308;@aonrec Unos cuantos cortes nada mas en esa linea de tiempo mas capas de ajuste unas 2 nada mas #Sarcasmo;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-00349;¡FELIZ 20 DE JULIO!;valence;3;se infiere un estado emocional muy positivo
2018-Es-00021;Estoy muy contento 😋😋😋 #FelizLunes #LunesDeGanarSeguidores #Contento #25Sep;valence;3;se infiere un estado emocional muy positivo
2018-Es-04529;@counterrevolnst @rntannus @marcusv_prado @fcjffcjf @RBadeluk @alefrotabrasil O Nazismo era esquerda. #irônica;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-01553;Con la suerte que tengo, muy probablemente voy a reencarnar en mi mismo!!! 😂 #Sarcásmo;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-02874;¡Feliz cumpleaños, mi alto guapo moreno inteligente! 😘;valence;3;se infiere un estado emocional muy positivo
2018-Es-06486;@PPTeamKaren @PPTeamRafa @PPTeamLesslie @Bryan_SKabeche @Eddy_SKabeche las 5 personas mas importantes en mi vida ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-05270;Les juro que los teragrip ultra cachuos del horror forte noche siguen sabiendo a agua sucia.;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-04182;Llevarle comida a tu novio y verle esa carita de felicidad 🙈❤️;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-01719;Madre mía! El doble de Manuel Bartual saliendo en las TVs. ;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-06002;aMARgado ayer tarde por nadar a la mañana,hoy en la mañana agujas en el brazo entraron a despertar las Olas  fluyen dentro del ohmbrito;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-00677;Gracias WINSTON por traer tanto entretenimiento a nuestras pantallas por eso y más 🇻🇪 ✊❤️ #SomosTVES;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-03304;@o_solorzano78 @tinunjei @javi1dc Estaba siguiendo el debate y ví que al final te quedaste solo, igual que tu partido. Chao ;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-02961;@miishelv20 Me hackearon! 😢;valence;-3;se infiere un estado emocional muy negativo
2018-Es-01320;Oye @PcSegob hay momentos, de la nada, que mi corazoncito late rápid, no puedo respirar y siento que todo vibra 😭 Qué se hace? #mexico;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-05630;@Paulina0338 Eh we a quien le escribes tanto mensaje se ve mucho risa xd;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-06788;Cuando escucho a Naranjito la ira se apodera de mí. Al final tendré que ignorarlo completamente. Mi salud es lo primero.;valence;-3;se infiere un estado emocional muy negativo
2018-Es-02149;@softestangcl No me enojo, es una expresión :( me refería a molestarlo un poco. Gerardito jajaj qué lindos podo(?;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01492;@randymeeks Ay que pena la gente desinformada... Díselo hombre, díselo... Díselo de mis partes!! XDD #Ironía #HumorTesticular;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01154;Es chistoso cuando tienes una conversación corta con alguien y te alegra totalmente el día.;valence;3;se infiere un estado emocional muy positivo
2018-Es-00261;No hay nada mas peligroso qué una mujer herida #LaNocturna;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-03635;Estoy hirviendo de la arrechera;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-06913;@jbryan_x Fui a verla el año pasado y tuvo su toque divertido pero esperaba más, ya veremos cómo va esta 😃;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-02440;Qué sorpresa, no puedo dormir. ☺;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-06941;Mi bien ponderada @piCkOL, ¡feliz cumpleaños! Me tomo tres cervezas a tu salud. Abrazo grande pa' ti.;valence;3;se infiere un estado emocional muy positivo
2018-Es-02522;@DimeMemo @Resentimiento voss con el palo selfie jajajajaja @c0tiii;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-03217;@PauDybala_JR @douglascosta Tremenda dupla se viene 😍 @juniorarias92;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-01000;@Anxi_us Te llevaría, pero está a punto de llover y me da miedo el ambiente eléctrico y me dan paja los mosquitos;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-04405;Recién @jlespert recordó que la última vez que vistió a ML fue en noviembre de 2001 ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-02131;Acá bien alegre con mi laboratorio de mate pa' mañana;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-04654;Ya arranco el vientito ... que dia nos espera ... #miedo ! 🙈🙉;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-00795;Para tristeza y felicidad, Ed Sheeran al rescate.🙃;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-00967;@_DAVE_fs No, sigue siendo una pesadilla..;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-04072;Qué grata sorpresa ha sido Merida;valence;3;se infiere un estado emocional muy positivo
2018-Es-05681;Quien me manda a ser tan cabeza duraaaa;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-03236;mi gasista de burzaco en el 2015 ponia 55 estufas hoy 3 ... ya esta, es la medida de un laburante- este sistema es deplorable;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-01396;Hoy me tome el caffè mocha mas amargo de mi vida.;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-02552;Esta boluda de la vidal me aparece en todos los anuncios de youtube 😠😠😠😠;valence;-3;se infiere un estado emocional muy negativo
2018-Es-04104;¡Feliz día a todos los que saben que son mis amigos! (Responde este tweet, si le doy fav eres uno de ellos :D);valence;3;se infiere un estado emocional muy positivo
2018-Es-01317;@DebRyanShow @TecnopolisNC #rayito te irá genial;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-04456;@NatiEstropini JAJAJAJ por el estribillo 🙄🏻‍♂️ Después te explico ;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-03150;" LIKE SI ERES ARMY  "" REPORTENSE ARMYS """" Y TODAS ESAS WEAS .... NO QUIERO OFENDER ,PERO ME TURBO CAGAN ESAS WEA AAAAAAH - c muere - ;;;;";valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-05247;@darth_cesar Es q en ese q te menciono sale personificado hasta con corona de espina po jajajaja terrible de flaco puro hueso;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-05656;@osoriojdanielp no joda eso sí da rabia hp;valence;-3;se infiere un estado emocional muy negativo
2018-Es-00617;*Frunce el ceño molesta* me marcharé cuando me tomé el café;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-03913;@espefimbres igual pero con mi apa.. i have daddy issues okno ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-01607;Juro que cuando mande ese wpp no me pude haber emocionado tanto, pero lo tenia que hacer 💪espero que lo lea😄😄;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-06773;Hace un año atrás nos estábamos viendo por primera vez. Te amo infinito punto rojo @rdgojuan 😊;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-05926;Que lindo es revivir viejos tiempos 😀;valence;3;se infiere un estado emocional muy positivo
2018-Es-06920;@GD_MikyFC a ese paso no tendran NADA 😥;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-02143;@MariaSharapova preciosa cómo siempre , pero tu rostro es de preocupación o cansancio ?😞;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-02532;@SoyQuemero_web una cancion dice HAY VIENE EL NEGRO RAMON BAILANDO ALEGRE EL BAYON;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-01746;Ya rompí récord ;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-00946;@CChavez1993 Esto lo he dicho toda mi vida, al fin alguien entiende ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-03617;"La satisfacción de decir  ""se lo dije"" 👏🏻";valence;0;se infiere un estado emocional neutral or mixto
2018-Es-01458;Que en la batalla del amor, sé que he peleado con honor, te lo di todo y lo perdí.;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-05323;Como que Corea del Norte le está tocando la orejita a Japón??? ;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-00219;¿Por que tanta curiosidad a la hora de saber quién es el afortunado?  Si en realidad eres Tú...;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-03776;#ANCentral la medida de coerción procesal penal de prisión preventiva sera infundado, pues ni existe peligro procesal;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-00042;@anasof_cg Casi 10 años de entretenimiento gratis 💁🏻💗🤘🏼#YoNuncaHeLlorado #SoloElla;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-05331;Cancele la suscripción a Netflix, hijos de puta me sacaron American Horror Story. Ojala se fundan los hijos de puta;valence;-3;se infiere un estado emocional muy negativo
2018-Es-03979;Me estresa saber que tengo que llevar pareja el 13 de Oct y que el 15 es la FDD ;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-04345;Es absurdo sobre todo porque la gente y me incluyo esta enfadada, nadie se hubiera enfadado si hubieran retrasado Baby Driver.;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-02530;¿Y si todos nos saltásemos las leyes que no nos gustan o convienen? ¿Que no? Puro fascismo... #ironía #yosítúno #legalidad #conlaPolicía;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01632;@ManuelBartual Cómo se puede dormir si supuestamente ves a un hombre mirando hacia tu balcón to quieto ;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-06947;Estoy rodeada de personas muy resentida. 😔;valence;-3;se infiere un estado emocional muy negativo
2018-Es-00667;Ya me entró ansiedad y ganas de llorar porque me acaba de caer la cuenta de el poco espacio y falta de privacidad que tendré...;valence;-3;se infiere un estado emocional muy negativo
2018-Es-02186;- Desde que la mujer aprendió a coger sin involucrar ningún sentimiento, el hombre aprendió a hacer berrinches y dramas sin ninguna razón.;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-05481;¡FELIZ #DiaDeLaIndependencia COLOMBIA! 😎😎😎😇😇🙌🙌🙌🙌🙌🙌🙌 @eldiariodedross @GermanGarmendia @JolinboYT;valence;3;se infiere un estado emocional muy positivo
2018-Es-03567;#MCCelebrity Si Baute se preocupa por Marina, puede respirar, está en buenas manos 😂😂😂 #ironía.;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-01510;"Airaos, pero no pequéis; no se ponga el sol sobre vuestro enojo,ni deis lugar al diablo. (Efesios 4-26,27) Hermanos Cristo Les Ama y Perdona";valence;0;se infiere un estado emocional neutral or mixto
2018-Es-02190;EL PUEBLO DESPERTO , Y VA A CRISTALIZAR LA LIBERTAD DESTRUIDA POR TODOS AQUELLOS QUE LA JUSTICIA LOS ESPERA CON MUCHA ANSIEDAD T ANHELO;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-01987;@SEONGCTRL ena ena hmm ena 😄;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04340;@Fabricio_Diiaz Ay pobre víctima! Alguien que le dije pañuelitos para que se seque sus lágrimas 😂 como te encanta hacerte!;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01166;Un mes separados mamita linda!! Te extraño 😭;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-05494;@intratablestv: @MicheliPablo No infeliz, 4 o 5 votos vas a tener descerebrado!;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-04484;Lo peor que todos los que hemos citado ese tuit hemos caído jajajajaja de mulas    ;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-01456;11:42 y no he estudiado un culito ;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-02423;@OnlyCes_ @Blazek___ la vieja de rafis es genial;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-06919;Terminé la segunda temporada de @MerliTV3 . Ansiosa espero la tercera ♡♡ @davidsolans96 @AlbertBaro3;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-03689;Última hora.Por los insultos a Piqué en el entrenamiento de España en Las Rozas,antiviolencia cierra el Pizjuán. #ironía #telita;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-06702;Quiero hacer mis propias viñetas y una ilustradora random...soñare en un personaje(:  deseadme suerte;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-03198;@KLibrado ¡Feliz día!;valence;3;se infiere un estado emocional muy positivo
2018-Es-05855;—Tengo miedo. —¿De qué? —De que te canses de mí. —¿Tú te cansas de respirar? —No. —Pues es lo mismo.;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-05838;La premonición de q voy a tener algún tipo de internación en México ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04375;Si hay algo q me da miedo es equivocarme de grupo y mandarme el moco del año o de la vida ;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01713;@Jona1795 Jajajaja cero, yo soy como la amiga que le hace ver el lado chistoso a su drama life 😂;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-04894;#Terror  Por un simple bostezo se tragó una araña que anidó tras su epiglotis y desde allí gobernó el resto de su vida. Murió en tres días.;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-03034;No puedo de la tristeza, que mierda todo.;valence;-3;se infiere un estado emocional muy negativo
2018-Es-02385;Se cortó la luz. Alguien va a dejar de estudiar que alegría;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-01683;#todasqueremosajohn por favor salvamos! #Annabelle #terror #monafea #miedito @ktta_f9;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01979;Quiero mirar la serie 😭;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-02111;@sashncastillo Tenemos que ir a quitarnos ese antojo ;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-02025;Nos encontramos por casualidad, tú tan radiante como siempre...💜🎶;valence;3;se infiere un estado emocional muy positivo
2018-Es-03312;Como q mi hermano cumplió 16 y parece de 20 ;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-05675;Que divertido mañana vamos a Duraaaaan🎉🎊;valence;3;se infiere un estado emocional muy positivo
2018-Es-05655;Que rabia en serio cuando hacen las cosas por obligación y no porque les nace;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-03878;@Daniel_ChefMX Y depende de que tamaño estén ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-06810;@Alb_315 Para mí? 😊;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-01751;@El_Intermedio Estoy alucinando con las razones expuestas por los universitarios catalanes: mucho eslogan y nada de contenido #triste;valence;-3;se infiere un estado emocional muy negativo
2018-Es-01483;@Paloleichona @alfredodelmazo Te pasas jejeje ;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-06480;el amargo sabor a traición;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-01361;@dou_meg Que alegre! En fotos no se logra ver mucho pero es en las esquina y creo q pronto morirán jaja;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04162;@gonzalezdaniok Jajajajajaja hdp me la aplicaste  pequeños detalles lo de la cortadura fallas técnicas ;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-00254;@electricjoshua JAJAJAJAJ CÁLLATE CÓMO VERGA NO TIENES AMIGOS SI ERES GENIAL;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-05304;fina pero en la cama tremenda sata;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-01572;@nunurob Tía, he apuntado el número HOY para asistir de público. ;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-00727;Terminé bien el domingo 😌 😊 ahora quiero dormirmeeeeeeeeeeeee....;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-02745;pavor de gente retardada;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-04045;@Luucianx Yo encantada de recibirlo ahora;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-03827;Es peligroso acostumbrarse a alguien.;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-02280;@kikipau Y a mí me encantaría ser uno de ellos. ;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-00728;La risa de pelotudo no te la robo mostri👌😂😝;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-04619;Una vez salía con un tipo súper guapo, buen pedo, divertido y cool y pues obviamente mi cerebro pendejo eligió a su amigo meh... 😢;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-02204;Que hp tiradero de risa ese tío mío jajaja;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-01399;No nos dejemos intimidar, todos salimos el domingo a las calles a ejercer nuestro derecho. #ConsultaPopular;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-03673;Cuantos amigos conoci y cuantos que perdi, pero sigo con los que mas queria ❤️ ¡Feliz dia a ellos, mi cable a tierra!;valence;3;se infiere un estado emocional muy positivo
2018-Es-03279;tipo no sé si es peor que se lleven muy mal y sea incómodo o que se lleven muy bien y vos termines solx;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-04662;La verdad es que me hubiese encantado que me hable.;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-06265;sintieron el temblor?? #panama , todo mi sillón se movió 😩;valence;-3;se infiere un estado emocional muy negativo
2018-Es-05769;@_anapastor_ Bonita España... 😑 #ironía;valence;-1;se infiere un estado emocional ligeramente negativo
